region,drug_name,drug_category,items_prescribed,cost,deprivation_score,shortage_incidents,pharmacy_density,year
Stoke-on-Trent,Sertraline,Mental Health,560,4643.6,16,168,1.21,2024
Newcastle-under-Lyme,Metformin,General Medicine,273,3914.91,10,215,1.62,2023
Cannock Chase,Atorvastatin,Cardiovascular,258,2714.19,24,113,1.77,2022
Stafford and Surroundings,Bisoprolol,Cardiovascular,505,435.69,18,188,2.45,2024
Stoke-on-Trent,Amlodipine,Cardiovascular,425,2014.68,25,90,1.48,2024
Cannock Chase,Diazepam,Mental Health,309,3263.98,19,45,1.58,2023
Newcastle-under-Lyme,Cetirizine,General Medicine,145,4450.72,19,106,2.48,2024
Cannock Chase,Fluoxetine,Mental Health,502,2531.0,25,197,1.65,2024
Cannock Chase,Methotrexate,General Medicine,241,4561.01,18,135,1.42,2022
Newcastle-under-Lyme,Ramipril,Cardiovascular,449,4118.75,24,172,1.75,2022
Stoke-on-Trent,Ibuprofen,General Medicine,454,140.69,11,61,1.96,2023
Newcastle-under-Lyme,Warfarin,Cardiovascular,392,651.78,10,91,1.37,2023
Stafford and Surroundings,Azithromycin,Antibiotics,472,1778.73,28,70,2.47,2022
East Staffordshire,Insulin Glargine,General Medicine,163,1771.89,10,199,1.36,2022
Stoke-on-Trent,Bisoprolol,Cardiovascular,196,1050.86,19,137,1.9,2023
Stafford and Surroundings,Warfarin,Cardiovascular,271,2467.92,20,144,1.53,2024
Stoke-on-Trent,Salbutamol,General Medicine,154,3082.57,18,102,2.29,2022
Stoke-on-Trent,Omeprazole,General Medicine,523,2043.38,29,202,2.1,2022
Stoke-on-Trent,Sertraline,Mental Health,448,172.15,15,95,1.47,2022
Stoke-on-Trent,Amoxicillin,Antibiotics,267,2311.55,28,210,1.36,2023
Cannock Chase,Bisoprolol,Cardiovascular,288,728.97,17,120,1.2,2023
Stoke-on-Trent,Nitrofurantoin,Antibiotics,364,2737.18,27,75,1.45,2024
Cannock Chase,Omeprazole,General Medicine,61,3458.82,28,214,1.55,2023
East Staffordshire,Bisoprolol,Cardiovascular,83,799.65,25,136,2.22,2022
Newcastle-under-Lyme,Tramadol,General Medicine,364,2228.66,15,200,1.78,2022
Stafford and Surroundings,Insulin Glargine,General Medicine,582,1409.99,29,49,1.22,2024
Newcastle-under-Lyme,Citalopram,Mental Health,115,1940.39,21,161,1.86,2022
Cannock Chase,Fluoxetine,Mental Health,416,3119.84,21,158,1.75,2023
Newcastle-under-Lyme,Diazepam,Mental Health,227,,29,203,1.49,2024
East Staffordshire,Metformin,General Medicine,489,4853.32,12,157,1.76,2023
Cannock Chase,Amoxicillin,Antibiotics,136,769.81,27,80,2.09,2022
Stafford and Surroundings,Citalopram,Mental Health,280,381.43,27,119,1.22,2024
Stoke-on-Trent,Losartan,Cardiovascular,246,2027.83,11,95,1.47,2023
Stafford and Surroundings,Nitrofurantoin,Antibiotics,458,757.77,29,192,1.9,2024
Stafford and Surroundings,Quetiapine,Mental Health,577,1599.69,24,210,2.44,2022
East Staffordshire,Doxycycline,Antibiotics,230,1933.0,16,178,1.76,2022
Cannock Chase,Sertraline,Mental Health,366,4933.14,24,117,2.04,2022
Newcastle-under-Lyme,Diazepam,Mental Health,591,179.23,18,80,1.63,2024
Newcastle-under-Lyme,Sertraline,Mental Health,294,2078.03,17,212,1.53,2022
Stafford and Surroundings,Omeprazole,General Medicine,342,3122.02,22,132,1.6,2022
Cannock Chase,Doxycycline,Antibiotics,454,196.2,28,166,2.06,2024
Stoke-on-Trent,Gabapentin,General Medicine,430,2701.92,20,66,1.96,2023
East Staffordshire,Methotrexate,General Medicine,447,1318.67,29,69,2.14,2022
East Staffordshire,Citalopram,Mental Health,569,741.23,17,186,1.85,2022
East Staffordshire,Lansoprazole,General Medicine,228,271.04,14,176,1.7,2023
East Staffordshire,Metformin,General Medicine,457,452.26,22,210,1.5,2024
Stafford and Surroundings,Montelukast,General Medicine,131,1999.53,16,151,1.82,2024
Cannock Chase,Azithromycin,Antibiotics,91,1459.14,18,90,1.98,2022
East Staffordshire,Furosemide,Cardiovascular,180,4344.54,17,125,1.56,2023
Newcastle-under-Lyme,Tramadol,General Medicine,457,2657.91,18,193,1.93,2024
Stoke-on-Trent,Diazepam,Mental Health,199,1617.89,10,108,1.95,2023
Newcastle-under-Lyme,Warfarin,Cardiovascular,133,,13,82,2.13,2023
Newcastle-under-Lyme,Ibuprofen,General Medicine,218,3637.36,18,209,2.47,2022
Stafford and Surroundings,Codeine,General Medicine,515,1792.44,22,103,2.39,2022
Cannock Chase,Azithromycin,Antibiotics,138,4715.19,22,49,1.52,2023
East Staffordshire,Metformin,General Medicine,199,3056.13,29,82,2.19,2023
Stoke-on-Trent,Fluoxetine,Mental Health,437,1170.27,11,51,2.14,2023
Newcastle-under-Lyme,Ramipril,Cardiovascular,212,3752.79,25,182,1.72,2022
East Staffordshire,Amlodipine,Cardiovascular,583,2654.23,23,54,1.76,2024
Stoke-on-Trent,Clopidogrel,Cardiovascular,570,3696.91,11,112,1.53,2022
East Staffordshire,Furosemide,Cardiovascular,577,2011.84,20,145,2.18,2023
East Staffordshire,Aspirin,General Medicine,352,3980.63,23,174,2.06,2024
East Staffordshire,Tramadol,General Medicine,334,698.22,26,182,1.31,2022
Stoke-on-Trent,Omeprazole,General Medicine,80,4528.35,12,156,2.25,2023
East Staffordshire,Fluoxetine,Mental Health,585,2891.57,12,199,2.09,2022
Newcastle-under-Lyme,Warfarin,Cardiovascular,284,4661.13,16,45,1.93,2022
Cannock Chase,Fluoxetine,Mental Health,384,2771.67,24,136,1.43,2024
Cannock Chase,Omeprazole,General Medicine,334,3317.62,17,143,1.67,2024
Cannock Chase,Pregabalin,General Medicine,393,2157.36,28,51,1.54,2024
Stoke-on-Trent,Fluoxetine,Mental Health,236,891.78,12,68,2.27,2023
Newcastle-under-Lyme,Tramadol,General Medicine,425,2155.01,24,188,1.38,2022
East Staffordshire,Prednisolone,General Medicine,311,2008.81,22,88,1.41,2023
Stoke-on-Trent,Omeprazole,General Medicine,446,2507.07,20,66,2.08,2024
Newcastle-under-Lyme,Co-codamol,General Medicine,235,2210.46,15,162,1.83,2023
Cannock Chase,Olanzapine,Mental Health,342,3096.31,12,75,1.43,2023
Stafford and Surroundings,Citalopram,Mental Health,273,1943.13,25,184,1.58,2022
Stafford and Surroundings,Citalopram,Mental Health,200,1058.92,21,148,1.3,2022
Cannock Chase,Montelukast,General Medicine,255,2177.29,27,194,1.45,2023
Cannock Chase,Ibuprofen,General Medicine,228,1275.08,25,111,1.56,2022
Stoke-on-Trent,Simvastatin,Cardiovascular,300,4431.94,24,46,2.34,2024
East Staffordshire,Amlodipine,Cardiovascular,527,1118.65,26,185,1.63,2022
Cannock Chase,Gabapentin,General Medicine,185,2063.43,20,60,1.96,2024
Stoke-on-Trent,Naproxen,General Medicine,395,3592.32,21,82,1.77,2022
Stafford and Surroundings,Furosemide,Cardiovascular,565,3364.9,17,137,2.33,2024
Stafford and Surroundings,Morphine Sulfate,General Medicine,570,4817.43,11,127,1.38,2022
Cannock Chase,Ibuprofen,General Medicine,547,2116.28,29,217,2.33,2024
Stafford and Surroundings,Citalopram,Mental Health,169,1733.65,18,83,1.57,2022
Stoke-on-Trent,Gabapentin,General Medicine,417,3952.92,21,176,2.49,2023
Cannock Chase,Salbutamol,General Medicine,599,4262.76,15,182,2.09,2022
Cannock Chase,Omeprazole,General Medicine,96,2189.31,29,63,1.93,2023
Cannock Chase,Montelukast,General Medicine,391,2811.33,14,211,1.42,2022
Stoke-on-Trent,Methotrexate,General Medicine,151,1484.87,21,54,1.34,2024
East Staffordshire,Nitrofurantoin,Antibiotics,254,1158.04,13,109,2.3,2022
Stafford and Surroundings,Simvastatin,Cardiovascular,456,3562.8,29,141,2.5,2022
Cannock Chase,Olanzapine,Mental Health,51,344.02,12,213,2.01,2024
Cannock Chase,Amoxicillin,Antibiotics,222,656.65,15,104,2.02,2024
East Staffordshire,Losartan,Cardiovascular,537,4613.68,24,205,1.66,2023
East Staffordshire,Citalopram,Mental Health,295,1622.28,23,138,2.4,2022
Cannock Chase,Nitrofurantoin,Antibiotics,465,,18,142,2.0,2024
Stafford and Surroundings,Furosemide,Cardiovascular,327,,25,114,2.0,2022
Newcastle-under-Lyme,Citalopram,Mental Health,285,1157.6,18,160,2.19,2024
Stafford and Surroundings,Clopidogrel,Cardiovascular,156,2129.96,16,149,2.02,2024
Stafford and Surroundings,Clopidogrel,Cardiovascular,178,2219.61,15,176,1.26,2022
Stoke-on-Trent,Cetirizine,General Medicine,309,2732.94,20,219,2.47,2023
Stoke-on-Trent,Ramipril,Cardiovascular,320,1117.65,27,205,2.48,2023
East Staffordshire,Gabapentin,General Medicine,455,4623.12,28,147,1.56,2024
Stafford and Surroundings,Diazepam,Mental Health,240,2929.31,22,75,2.12,2022
East Staffordshire,Gabapentin,General Medicine,464,1242.16,17,196,1.55,2022
Newcastle-under-Lyme,Doxycycline,Antibiotics,352,4727.75,11,41,2.05,2023
East Staffordshire,Ramipril,Cardiovascular,395,4727.99,24,117,1.5,2024
Stoke-on-Trent,Codeine,General Medicine,456,1780.38,23,117,2.47,2024
Stoke-on-Trent,Cetirizine,General Medicine,217,4543.04,25,63,1.27,2022
Newcastle-under-Lyme,Atorvastatin,Cardiovascular,256,2200.37,26,71,1.94,2022
Newcastle-under-Lyme,Methotrexate,General Medicine,418,4554.3,10,53,1.88,2024
Cannock Chase,Doxycycline,Antibiotics,250,2448.45,23,139,2.05,2024
East Staffordshire,Cetirizine,General Medicine,378,4668.99,24,120,1.67,2023
Newcastle-under-Lyme,Citalopram,Mental Health,303,2867.76,17,201,1.74,2024
Newcastle-under-Lyme,Azithromycin,Antibiotics,433,4975.76,20,148,1.8,2022
East Staffordshire,Amoxicillin,Antibiotics,128,1770.0,29,165,1.86,2023
East Staffordshire,Insulin Glargine,General Medicine,221,3396.59,14,56,1.66,2023
Cannock Chase,Naproxen,General Medicine,64,979.69,13,151,1.59,2024
Stafford and Surroundings,Gabapentin,General Medicine,62,4549.02,27,158,1.76,2024
Newcastle-under-Lyme,Doxycycline,Antibiotics,212,3972.39,28,116,2.45,2023
Stafford and Surroundings,Methotrexate,General Medicine,286,1821.26,14,93,1.51,2024
East Staffordshire,Morphine Sulfate,General Medicine,252,4779.05,18,77,1.29,2022
Stafford and Surroundings,Amlodipine,Cardiovascular,514,496.97,12,76,1.66,2022
East Staffordshire,Methotrexate,General Medicine,101,1601.42,20,94,2.38,2023
Cannock Chase,Naproxen,General Medicine,187,934.14,15,201,1.47,2022
Cannock Chase,Warfarin,Cardiovascular,134,4709.16,17,49,2.22,2023
Cannock Chase,Salbutamol,General Medicine,233,2249.93,12,81,1.34,2024
Stafford and Surroundings,Furosemide,Cardiovascular,591,328.52,18,209,1.76,2022
Stoke-on-Trent,Fluoxetine,Mental Health,506,3498.81,28,85,1.39,2022
Newcastle-under-Lyme,Paracetamol,General Medicine,161,3656.22,25,120,1.55,2024
Stafford and Surroundings,Ramipril,Cardiovascular,125,2262.66,24,217,1.25,2022
Stafford and Surroundings,Ramipril,Cardiovascular,234,2130.41,13,70,1.52,2024
Cannock Chase,Warfarin,Cardiovascular,593,1015.21,18,86,1.98,2023
Cannock Chase,Metformin,General Medicine,318,1653.66,15,160,2.01,2022
Newcastle-under-Lyme,Furosemide,Cardiovascular,128,2831.84,28,201,1.89,2024
Stoke-on-Trent,Gabapentin,General Medicine,360,405.88,25,81,1.32,2022
Newcastle-under-Lyme,Co-codamol,General Medicine,161,1145.89,24,93,2.02,2023
Newcastle-under-Lyme,Paracetamol,General Medicine,302,,25,124,2.03,2023
Stoke-on-Trent,Gabapentin,General Medicine,94,606.17,27,151,2.09,2023
Cannock Chase,Lansoprazole,General Medicine,340,2899.92,15,106,1.52,2024
East Staffordshire,Olanzapine,Mental Health,537,4808.5,19,184,1.44,2022
Stafford and Surroundings,Levothyroxine,General Medicine,567,4296.23,14,137,2.28,2023
Stafford and Surroundings,Olanzapine,Mental Health,409,1611.26,12,52,1.9,2022
Stafford and Surroundings,Sertraline,Mental Health,357,1883.91,26,198,1.37,2023
East Staffordshire,Furosemide,Cardiovascular,145,1230.77,27,140,1.73,2023
Newcastle-under-Lyme,Paracetamol,General Medicine,417,257.6,15,215,1.82,2022
Stoke-on-Trent,Diazepam,Mental Health,313,3950.75,24,184,1.43,2023
Stafford and Surroundings,Tramadol,General Medicine,67,4708.27,19,113,1.76,2022
East Staffordshire,Levothyroxine,General Medicine,294,3076.05,11,73,1.68,2024
Cannock Chase,Methotrexate,General Medicine,580,2813.15,18,113,2.2,2024
Cannock Chase,Ibuprofen,General Medicine,437,2112.31,13,158,1.8,2022
Cannock Chase,Nitrofurantoin,Antibiotics,228,3280.32,10,163,1.36,2023
Newcastle-under-Lyme,Diazepam,Mental Health,298,282.16,14,208,2.18,2024
Cannock Chase,Levothyroxine,General Medicine,108,1178.63,27,156,2.2,2023
Stoke-on-Trent,Gabapentin,General Medicine,518,1386.04,23,136,1.7,2023
East Staffordshire,Clopidogrel,Cardiovascular,347,4291.54,14,66,1.69,2023
Stafford and Surroundings,Hydrocortisone,General Medicine,383,3817.32,24,193,1.44,2024
Newcastle-under-Lyme,Morphine Sulfate,General Medicine,256,1343.1,27,142,2.12,2024
East Staffordshire,Hydrocortisone,General Medicine,596,2676.32,14,165,1.67,2023
Stafford and Surroundings,Prednisolone,General Medicine,309,3323.11,11,131,1.89,2024
Stafford and Surroundings,Levothyroxine,General Medicine,114,4998.38,13,121,1.76,2024
East Staffordshire,Ramipril,Cardiovascular,225,268.23,10,211,1.48,2024
Newcastle-under-Lyme,Warfarin,Cardiovascular,112,1262.84,18,46,2.13,2022
East Staffordshire,Bisoprolol,Cardiovascular,243,3945.2,18,143,1.24,2023
Cannock Chase,Tramadol,General Medicine,167,3367.5,16,83,1.46,2024
Stoke-on-Trent,Naproxen,General Medicine,147,3763.12,17,58,2.46,2024
Stafford and Surroundings,Sertraline,Mental Health,506,1292.51,16,139,1.36,2024
Cannock Chase,Warfarin,Cardiovascular,138,507.77,19,156,1.8,2022
Stafford and Surroundings,Fluoxetine,Mental Health,555,1936.78,15,89,1.27,2024
Cannock Chase,Amoxicillin,Antibiotics,97,3342.43,10,58,2.37,2023
Stoke-on-Trent,Pregabalin,General Medicine,332,2737.44,14,199,1.98,2024
Stoke-on-Trent,Morphine Sulfate,General Medicine,511,264.69,21,114,2.26,2022
East Staffordshire,Aspirin,General Medicine,321,1228.54,28,66,1.57,2024
Cannock Chase,Bisoprolol,Cardiovascular,407,1641.98,25,219,1.4,2024
Stafford and Surroundings,Nitrofurantoin,Antibiotics,370,3892.23,29,73,2.38,2024
Cannock Chase,Naproxen,General Medicine,242,1261.94,18,187,1.73,2024
East Staffordshire,Cetirizine,General Medicine,343,1292.92,10,175,1.81,2022
Newcastle-under-Lyme,Warfarin,Cardiovascular,436,190.33,11,74,1.75,2022
Stoke-on-Trent,Prednisolone,General Medicine,261,4999.1,17,216,1.69,2023
Cannock Chase,Quetiapine,Mental Health,263,2466.47,16,174,1.73,2023
Stoke-on-Trent,Doxycycline,Antibiotics,582,298.15,25,214,2.06,2022
Newcastle-under-Lyme,Sertraline,Mental Health,188,2303.48,22,118,1.79,2024
Stafford and Surroundings,Furosemide,Cardiovascular,385,3255.32,28,88,2.09,2022
Cannock Chase,Ibuprofen,General Medicine,78,1492.47,25,62,1.29,2024
Stafford and Surroundings,Simvastatin,Cardiovascular,507,1323.44,21,193,1.57,2022
Stoke-on-Trent,Pregabalin,General Medicine,547,4321.66,21,125,1.93,2023
Stafford and Surroundings,Morphine Sulfate,General Medicine,179,4454.71,20,120,2.3,2024
Stafford and Surroundings,Quetiapine,Mental Health,425,2610.2,25,150,1.83,2024
Stafford and Surroundings,Amoxicillin,Antibiotics,531,295.05,15,165,1.58,2024
Newcastle-under-Lyme,Pregabalin,General Medicine,525,732.77,10,178,1.85,2024
Stoke-on-Trent,Olanzapine,Mental Health,207,639.1,25,98,1.4,2023
East Staffordshire,Salbutamol,General Medicine,485,1027.74,27,130,1.31,2023
Cannock Chase,Hydrocortisone,General Medicine,149,4323.89,23,198,1.48,2023
East Staffordshire,Codeine,General Medicine,212,588.34,26,209,1.44,2024
Stafford and Surroundings,Citalopram,Mental Health,366,901.85,14,52,2.05,2024
Cannock Chase,Methotrexate,General Medicine,156,4964.79,27,137,1.56,2024
Stafford and Surroundings,Methotrexate,General Medicine,237,1249.27,10,90,1.44,2024
Stoke-on-Trent,Citalopram,Mental Health,275,166.92,26,128,2.23,2023
Newcastle-under-Lyme,Montelukast,General Medicine,184,524.28,22,52,1.89,2023
Stafford and Surroundings,Metformin,General Medicine,66,4034.66,17,71,2.11,2022
Stafford and Surroundings,Nitrofurantoin,Antibiotics,479,4638.11,25,142,1.49,2024
East Staffordshire,Co-codamol,General Medicine,290,515.32,19,192,2.02,2023
Cannock Chase,Citalopram,Mental Health,423,4275.48,23,153,2.25,2024
Cannock Chase,Pregabalin,General Medicine,175,156.97,18,70,1.71,2022
East Staffordshire,Methotrexate,General Medicine,115,703.95,25,122,1.43,2024
Stafford and Surroundings,Morphine Sulfate,General Medicine,463,699.14,13,48,2.03,2022
Cannock Chase,Paracetamol,General Medicine,405,2503.25,10,208,2.49,2022
Stoke-on-Trent,Amoxicillin,Antibiotics,465,3160.34,28,127,2.16,2024
East Staffordshire,Citalopram,Mental Health,120,1467.4,14,97,1.36,2024
Stoke-on-Trent,Simvastatin,Cardiovascular,262,3974.7,18,136,1.47,2024
East Staffordshire,Nitrofurantoin,Antibiotics,270,2669.0,19,159,1.53,2022
Cannock Chase,Tramadol,General Medicine,177,4013.87,22,125,1.94,2022
Newcastle-under-Lyme,Amoxicillin,Antibiotics,358,3306.85,29,40,2.38,2024
Cannock Chase,Olanzapine,Mental Health,567,4760.06,17,44,2.12,2022
Stafford and Surroundings,Methotrexate,General Medicine,270,,26,130,2.14,2023
Stafford and Surroundings,Sertraline,Mental Health,477,3513.04,27,196,2.11,2023
East Staffordshire,Olanzapine,Mental Health,473,2659.17,11,104,2.3,2023
Stoke-on-Trent,Cetirizine,General Medicine,262,2670.99,25,198,1.43,2024
Stafford and Surroundings,Nitrofurantoin,Antibiotics,535,1307.65,25,70,1.25,2024
Stoke-on-Trent,Amlodipine,Cardiovascular,371,217.79,15,208,2.0,2024
Stoke-on-Trent,Olanzapine,Mental Health,131,3427.44,22,98,1.52,2023
Stafford and Surroundings,Lansoprazole,General Medicine,421,1850.07,26,119,2.5,2024
Newcastle-under-Lyme,Naproxen,General Medicine,466,4856.88,18,58,1.72,2022
Stoke-on-Trent,Co-codamol,General Medicine,325,1818.52,17,219,2.2,2022
East Staffordshire,Ibuprofen,General Medicine,515,4823.37,12,162,1.64,2024
Stafford and Surroundings,Atorvastatin,Cardiovascular,416,3823.05,10,100,1.21,2024
Stafford and Surroundings,Montelukast,General Medicine,184,654.78,28,174,1.57,2023
Cannock Chase,Amoxicillin,Antibiotics,448,603.76,13,166,1.66,2022
Stafford and Surroundings,Gabapentin,General Medicine,244,1136.35,27,190,1.46,2022
Newcastle-under-Lyme,Codeine,General Medicine,532,202.44,27,188,2.41,2023
Stoke-on-Trent,Amoxicillin,Antibiotics,383,3500.54,20,110,2.44,2023
Newcastle-under-Lyme,Losartan,Cardiovascular,238,3484.96,28,205,1.96,2022
Cannock Chase,Insulin Glargine,General Medicine,210,903.54,19,170,1.84,2024
East Staffordshire,Amoxicillin,Antibiotics,351,3864.99,19,73,1.38,2022
Stoke-on-Trent,Tramadol,General Medicine,303,2804.32,12,182,2.41,2023
Stoke-on-Trent,Furosemide,Cardiovascular,350,3209.4,10,72,1.46,2023
Stoke-on-Trent,Omeprazole,General Medicine,66,2854.51,27,174,2.2,2023
East Staffordshire,Warfarin,Cardiovascular,547,2421.09,20,144,1.78,2022
Stafford and Surroundings,Hydrocortisone,General Medicine,198,2773.31,27,150,1.63,2022
Stoke-on-Trent,Cetirizine,General Medicine,73,1977.01,24,129,1.44,2023
Stoke-on-Trent,Tramadol,General Medicine,561,2917.62,26,89,1.61,2023
Stoke-on-Trent,Lansoprazole,General Medicine,525,2857.24,11,117,1.68,2023
Cannock Chase,Atorvastatin,Cardiovascular,439,865.95,14,170,2.03,2024
Newcastle-under-Lyme,Codeine,General Medicine,469,1583.28,15,56,1.26,2022
Stafford and Surroundings,Ibuprofen,General Medicine,82,410.26,20,198,1.68,2022
Stafford and Surroundings,Diazepam,Mental Health,138,3401.38,26,54,2.05,2023
Stoke-on-Trent,Fluoxetine,Mental Health,377,2653.4,11,129,1.35,2023
Cannock Chase,Sertraline,Mental Health,532,842.27,15,173,1.9,2024
East Staffordshire,Lansoprazole,General Medicine,523,2652.08,18,70,1.21,2024
Stafford and Surroundings,Doxycycline,Antibiotics,122,609.58,28,54,1.99,2023
Newcastle-under-Lyme,Warfarin,Cardiovascular,194,3530.78,27,120,1.63,2022
Cannock Chase,Ibuprofen,General Medicine,469,1810.5,15,54,1.38,2022
Cannock Chase,Losartan,Cardiovascular,565,,20,79,2.34,2023
East Staffordshire,Ibuprofen,General Medicine,521,2853.3,16,203,1.59,2022
Stafford and Surroundings,Hydrocortisone,General Medicine,597,2158.31,20,165,1.33,2024
Newcastle-under-Lyme,Bisoprolol,Cardiovascular,350,852.79,24,134,2.35,2023
Cannock Chase,Clopidogrel,Cardiovascular,163,4078.52,13,149,1.73,2022
Cannock Chase,Aspirin,General Medicine,160,4797.84,20,141,1.3,2024
Stoke-on-Trent,Furosemide,Cardiovascular,110,1324.48,26,94,1.87,2024
Stafford and Surroundings,Quetiapine,Mental Health,162,2743.23,18,189,1.33,2024
Stafford and Surroundings,Prednisolone,General Medicine,231,3553.99,24,176,2.47,2023
Cannock Chase,Olanzapine,Mental Health,225,4427.26,15,112,2.19,2024
Stafford and Surroundings,Atorvastatin,Cardiovascular,330,297.2,21,166,1.76,2022
